symbol,list_name,transcript_cluster_id,probesetid,seqname,strand,start,stop,totalprobes,category,geneassignment
PATZ1,List A,TC2200008477.hg.1,TC2200008477.hg.1,chr22,-,31325804,31346263,10,main,NM_014323 // PATZ1 // POZ (BTB) and AT hook containing zinc finger 1 // 22q12.2 // 23598 /// NM_032050 // PATZ1 // POZ (BTB) and AT hook containing zinc finger 1 // 22q12.2 // 23598 /// NM_032051 // PATZ1 // POZ (BTB) and AT hook containing zinc finger 1 // 22q12.2 // 23598 /// NM_032052 // PATZ1 // POZ (BTB) and AT hook containing zinc finger 1 // 22q12.2 // 23598 /// ENST00000215919 // PATZ1 // POZ (BTB) and AT hook containing zinc finger 1 // 22q12.2 // 23598 /// ENST00000266269 // PATZ1 // POZ (BTB) and AT hook containing zinc finger 1 // 22q12.2 // 23598 /// ENST00000351933 // PATZ1 // POZ (BTB) and AT hook containing zinc finger 1 // 22q12.2 // 23598 /// ENST00000405309 // PATZ1 // POZ (BTB) and AT hook containing zinc finger 1 // 22q12.2 // 23598 /// ENST00000465287 // PATZ1 // POZ (BTB) and AT hook containing zinc finger 1 // 22q12.2 // 23598 /// ENST00000494109 // PATZ1 // POZ (BTB) and AT hook containing zinc finger 1 // 22q12.2 // 23598 /// BC021091 // PATZ1 // POZ (BTB) and AT hook containing zinc finger 1 // 22q12.2 // 23598 /// OTTHUMT00000321932 // PATZ1 // POZ (BTB) and AT hook containing zinc finger 1 // 22q12.2 // 23598 /// OTTHUMT00000321933 // PATZ1 // POZ (BTB) and AT hook containing zinc finger 1 // 22q12.2 // 23598 /// OTTHUMT00000321934 // PATZ1 // POZ (BTB) and AT hook containing zinc finger 1 // 22q12.2 // 23598 /// OTTHUMT00000321935 // PATZ1 // POZ (BTB) and AT hook containing zinc finger 1 // 22q12.2 // 23598 /// OTTHUMT00000321936 // PATZ1 // POZ (BTB) and AT hook containing zinc finger 1 // 22q12.2 // 23598 /// OTTHUMT00000321937 // PATZ1 // POZ (BTB) and AT hook containing zinc finger 1 // 22q12.2 // 23598
PLAGL2,List A,TC2000008845.hg.1,TC2000008845.hg.1,chr20,-,32192503,32207791,10,main,NM_002657 // PLAGL2 // pleiomorphic adenoma gene-like 2 // 20q11.21 // 5326 /// ENST00000246229 // PLAGL2 // pleiomorphic adenoma gene-like 2 // 20q11.21 // 5326 /// BC023655 // PLAGL2 // pleiomorphic adenoma gene-like 2 // 20q11.21 // 5326 /// OTTHUMT00000078615 // PLAGL2 // pleiomorphic adenoma gene-like 2 // 20q11.21 // 5326
POU1F1,List B,TC0300011712.hg.1,TC0300011712.hg.1,chr3,-,87259404,87276587,10,main,NM_000306 // POU1F1 // POU class 1 homeobox 1 // 3p11 // 5449 /// NM_001122757 // POU1F1 // POU class 1 homeobox 1 // 3p11 // 5449 /// ENST00000344265 // POU1F1 // POU class 1 homeobox 1 // 3p11 // 5449 /// ENST00000350375 // POU1F1 // POU class 1 homeobox 1 // 3p11 // 5449 /// ENST00000560656 // POU1F1 // POU class 1 homeobox 1 // 3p11 // 5449 /// ENST00000561167 // POU1F1 // POU class 1 homeobox 1 // 3p11 // 5449 /// OTTHUMT00000352827 // POU1F1 // POU class 1 homeobox 1 // 3p11 // 5449 /// OTTHUMT00000352828 // POU1F1 // POU class 1 homeobox 1 // 3p11 // 5449 /// OTTHUMT00000415977 // POU1F1 // POU class 1 homeobox 1 // 3p11 // 5449 /// OTTHUMT00000415978 // POU1F1 // POU class 1 homeobox 1 // 3p11 // 5449
POU2F2,List B,TC1900010789.hg.1,TC1900010789.hg.1,chr19,-,42086110,42196585,10,main,NM_001207025 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// NM_001207026 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// NM_001247994 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// NM_002698 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// ENST00000342301 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// ENST00000389341 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// ENST00000524801 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// ENST00000526816 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// ENST00000526831 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// ENST00000528894 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// ENST00000529067 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// ENST00000529952 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// ENST00000530982 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// ENST00000531773 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// ENST00000532176 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// ENST00000533548 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// ENST00000534559 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// ENST00000558596 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// ENST00000560398 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// ENST00000560558 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// ENST00000560804 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// ENST00000598842 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// ENST00000625670 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// BC006101 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// OTTHUMT00000387327 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// OTTHUMT00000387328 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// OTTHUMT00000387329 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// OTTHUMT00000387330 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// OTTHUMT00000387331 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// OTTHUMT00000387332 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// OTTHUMT00000387333 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// OTTHUMT00000387334 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// OTTHUMT00000387335 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// OTTHUMT00000387337 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// OTTHUMT00000387338 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// OTTHUMT00000387339 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// OTTHUMT00000416113 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// OTTHUMT00000416114 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// OTTHUMT00000416115 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// OTTHUMT00000416144 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// OTTHUMT00000416145 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// OTTHUMT00000463487 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452
POU4F2,List B,TC0400008934.hg.1,TC0400008934.hg.1,chr4,+,146638893,146642474,10,main,NM_004575 // POU4F2 // POU class 4 homeobox 2 // 4q31.2 // 5458 /// ENST00000281321 // POU4F2 // POU class 4 homeobox 2 // 4q31.2 // 5458 /// BC136344 // POU4F2 // POU class 4 homeobox 2 // 4q31.2 // 5458 /// BC136345 // POU4F2 // POU class 4 homeobox 2 // 4q31.2 // 5458 /// OTTHUMT00000367020 // POU4F2 // POU class 4 homeobox 2 // 4q31.2 // 5458
REST,TP73-FUS panel,TC0400007609.hg.1,TC0400007609.hg.1,chr4,+,56907876,56935844,10,main,NM_001193508 // REST // RE1-silencing transcription factor // 4q12 // 5978 /// NM_005612 // REST // RE1-silencing transcription factor // 4q12 // 5978 /// ENST00000309042 // REST // RE1-silencing transcription factor // 4q12 // 5978 /// ENST00000503522 // REST // RE1-silencing transcription factor // 4q12 // 5978 /// ENST00000511065 // REST // RE1-silencing transcription factor // 4q12 // 5978 /// ENST00000514063 // REST // RE1-silencing transcription factor // 4q12 // 5978 /// ENST00000611211 // REST // RE1-silencing transcription factor // 4q12 // 5978 /// ENST00000612429 // REST // RE1-silencing transcription factor // 4q12 // 5978 /// ENST00000616975 // REST // RE1-silencing transcription factor // 4q12 // 5978 /// ENST00000619101 // REST // RE1-silencing transcription factor // 4q12 // 5978 /// ENST00000622863 // REST // RE1-silencing transcription factor // 4q12 // 5978 /// BC132859 // REST // RE1-silencing transcription factor // 4q12 // 5978 /// BC136491 // REST // RE1-silencing transcription factor // 4q12 // 5978 /// OTTHUMT00000250691 // REST // RE1-silencing transcription factor // 4q12 // 5978 /// OTTHUMT00000362229 // REST // RE1-silencing transcription factor // 4q12 // 5978 /// OTTHUMT00000362230 // REST // RE1-silencing transcription factor // 4q12 // 5978 /// OTTHUMT00000362231 // REST // RE1-silencing transcription factor // 4q12 // 5978
SP1,List A,TC1200007713.hg.1,TC1200007713.hg.1,chr12,+,53380176,53416446,10,main,NM_001251825 // SP1 // Sp1 transcription factor // 12q13.1 // 6667 /// NM_003109 // SP1 // Sp1 transcription factor // 12q13.1 // 6667 /// NM_138473 // SP1 // Sp1 transcription factor // 12q13.1 // 6667 /// ENST00000327443 // SP1 // Sp1 transcription factor // 12q13.1 // 6667 /// ENST00000426431 // SP1 // Sp1 transcription factor // 12q13.1 // 6667 /// ENST00000548560 // SP1 // Sp1 transcription factor // 12q13.1 // 6667 /// ENST00000551969 // SP1 // Sp1 transcription factor // 12q13.1 // 6667 /// BC062539 // SP1 // Sp1 transcription factor // 12q13.1 // 6667
TARDBP,TP73-FUS panel,TC0100006840.hg.1,TC0100006840.hg.1,chr1,+,11012344,11030528,10,main,NM_007375 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000240185 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000315091 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000439080 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000472476 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000473118 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000473869 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000476201 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000477447 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000480464 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000496840 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000610369 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000611008 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000611963 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000613177 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000613864 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000614494 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000616545 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000617172 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000617757 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000618606 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000619555 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000620505 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000620632 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000621573 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000621715 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000621790 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000622057 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000629725 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// BC071657 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// BC095435 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// OTTHUMT00000006063 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// OTTHUMT00000006064 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// OTTHUMT00000006065 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// OTTHUMT00000006066 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// OTTHUMT00000006067 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// OTTHUMT00000006068 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// OTTHUMT00000006069 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// OTTHUMT00000006070 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// OTTHUMT00000006071 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// OTTHUMT00000473361 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// OTTHUMT00000473362 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// OTTHUMT00000473363 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// OTTHUMT00000473364 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// OTTHUMT00000473365 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// OTTHUMT00000473366 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// OTTHUMT00000473367 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// OTTHUMT00000473368 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// OTTHUMT00000473369 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// OTTHUMT00000473370 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// OTTHUMT00000473383 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// OTTHUMT00000473384 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// OTTHUMT00000473385 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// OTTHUMT00000473394 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// OTTHUMT00000473395 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// OTTHUMT00000473396 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// OTTHUMT00000473397 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// OTTHUMT00000473399 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435
TERT,TP73-FUS panel,TC0500009852.hg.1,TC0500009852.hg.1,chr5,-,1253147,1295069,10,main,NM_001193376 // TERT // telomerase reverse transcriptase // 5p15.33 // 7015 /// NM_198253 // TERT // telomerase reverse transcriptase // 5p15.33 // 7015 /// ENST00000310581 // TERT // telomerase reverse transcriptase // 5p15.33 // 7015 /// ENST00000334602 // TERT // telomerase reverse transcriptase // 5p15.33 // 7015 /// ENST00000460137 // TERT // telomerase reverse transcriptase // 5p15.33 // 7015 /// ENST00000484238 // TERT // telomerase reverse transcriptase // 5p15.33 // 7015 /// ENST00000503656 // TERT // telomerase reverse transcriptase // 5p15.33 // 7015 /// ENST00000508104 // TERT // telomerase reverse transcriptase // 5p15.33 // 7015 /// ENST00000522877 // TERT // telomerase reverse transcriptase // 5p15.33 // 7015
TERT,TP73-FUS panel,TC0500009853.hg.1,TC0500009853.hg.1,chr5,-,1255086,1255285,6,main,"hsa_circ_0092366 // TERT // Zhang2013 ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic best transcript NM_198253 // --- // ---"
TFAP2A,List A,TC0600010777.hg.1,TC0600010777.hg.1,chr6,-,10393186,10419659,10,main,NM_001032280 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// NM_001042425 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// NM_003220 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// ENST00000319516 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// ENST00000379608 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// ENST00000379613 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// ENST00000461628 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// ENST00000462727 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// ENST00000464323 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// ENST00000465858 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// ENST00000466073 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// ENST00000473652 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// ENST00000474952 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// ENST00000475264 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// ENST00000478375 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// ENST00000482890 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// ENST00000486038 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// ENST00000488193 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// ENST00000489805 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// ENST00000490875 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// ENST00000497266 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// ENST00000498450 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// BC017754 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// OTTHUMT00000039815 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// OTTHUMT00000039816 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// OTTHUMT00000039817 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// OTTHUMT00000039818 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// OTTHUMT00000039819 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// OTTHUMT00000353618 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// OTTHUMT00000353619 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// OTTHUMT00000353620 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// OTTHUMT00000353621 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// OTTHUMT00000353622 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// OTTHUMT00000353623 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// OTTHUMT00000353624 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// OTTHUMT00000353625 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// OTTHUMT00000353626 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// OTTHUMT00000353627 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// OTTHUMT00000353628 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// OTTHUMT00000353629 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// OTTHUMT00000353630 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020 /// OTTHUMT00000353631 // TFAP2A // transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) // 6p24 // 7020
TFAP2B,List A,TC0600008231.hg.1,TC0600008231.hg.1,chr6,+,50818723,50847613,10,main,NM_003221 // TFAP2B // transcription factor AP-2 beta (activating enhancer binding protein 2 beta) // 6p12 // 7021 /// ENST00000344788 // TFAP2B // transcription factor AP-2 beta (activating enhancer binding protein 2 beta) // 6p12 // 7021 /// ENST00000393655 // TFAP2B // transcription factor AP-2 beta (activating enhancer binding protein 2 beta) // 6p12 // 7021 /// ENST00000489228 // TFAP2B // transcription factor AP-2 beta (activating enhancer binding protein 2 beta) // 6p12 // 7021 /// BC037225 // TFAP2B // transcription factor AP-2 beta (activating enhancer binding protein 2 beta) // 6p12 // 7021 /// OTTHUMT00000040886 // TFAP2B // transcription factor AP-2 beta (activating enhancer binding protein 2 beta) // 6p12 // 7021 /// OTTHUMT00000040887 // TFAP2B // transcription factor AP-2 beta (activating enhancer binding protein 2 beta) // 6p12 // 7021 /// OTTHUMT00000040888 // TFAP2B // transcription factor AP-2 beta (activating enhancer binding protein 2 beta) // 6p12 // 7021
TFAP2C,List A,TC2000007830.hg.1,TC2000007830.hg.1,chr20,+,56629302,56639283,10,main,NM_003222 // TFAP2C // transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma) // 20q13.2 // 7022 /// ENST00000201031 // TFAP2C // transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma) // 20q13.2 // 7022 /// ENST00000416606 // TFAP2C // transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma) // 20q13.2 // 7022 /// BC035664 // TFAP2C // transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma) // 20q13.2 // 7022 /// BC051829 // TFAP2C // transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma) // 20q13.2 // 7022 /// OTTHUMT00000079823 // TFAP2C // transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma) // 20q13.2 // 7022 /// OTTHUMT00000259468 // TFAP2C // transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma) // 20q13.2 // 7022
TFAP2E,List A,TC0100007778.hg.1,TC0100007778.hg.1,chr1,+,35573370,35595328,10,main,NM_178548 // TFAP2E // transcription factor AP-2 epsilon (activating enhancer binding protein 2 epsilon) // 1p34.3 // 339488 /// ENST00000373235 // TFAP2E // transcription factor AP-2 epsilon (activating enhancer binding protein 2 epsilon) // 1p34.3 // 339488 /// BC041175 // TFAP2E // transcription factor AP-2 epsilon (activating enhancer binding protein 2 epsilon) // 1p34.3 // 339488 /// OTTHUMT00000012732 // TFAP2E // transcription factor AP-2 epsilon (activating enhancer binding protein 2 epsilon) // 1p34.3 // 339488
TP73,TP73,TC0100006620.hg.1,TC0100006620.hg.1,chr1,+,3652520,3736201,10,main,NM_001126240 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// NM_001126241 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// NM_001126242 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// NM_001204184 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// NM_001204185 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// NM_001204186 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// NM_001204187 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// NM_001204188 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// NM_001204189 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// NM_001204190 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// NM_001204191 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// NM_001204192 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// NM_005427 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// ENST00000346387 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// ENST00000354437 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// ENST00000357733 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// ENST00000378280 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// ENST00000378285 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// ENST00000378288 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// ENST00000378290 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// ENST00000378295 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// ENST00000603362 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// ENST00000603364 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// ENST00000604074 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// ENST00000604194 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// ENST00000604479 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// ENST00000604566 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// BC117251 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// BC117253 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// OTTHUMT00000001468 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// OTTHUMT00000009530 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// OTTHUMT00000009531 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// OTTHUMT00000009532 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// OTTHUMT00000009533 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// OTTHUMT00000469084 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// OTTHUMT00000469086 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// OTTHUMT00000469087 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// OTTHUMT00000469088 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// OTTHUMT00000469089 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// OTTHUMT00000469121 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// OTTHUMT00000469122 // TP73 // tumor protein p73 // 1p36.3 // 7161 /// uc001akr.3 // TP73 // tumor protein p73 // 1p36.3 // 7161
